i,d,sum,r,s,k,aligned,nX,nY,nZ,v0,v1,v2,v3,l1,db,Tdot,eq,recon
3892,356,521,0,0,178,1,178,178,178,2,-4,4,-2,12,0,0,1,1
3895,362,531,1,0,181,0,180,180,180,3,-5,5,-3,16,-2,2,1,1
3897,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
3898,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
3899,408,597,1,0,204,0,203,203,203,3,-6,6,-3,18,0,0,1,1
3903,950,1403,1,0,475,0,474,474,474,1,-1,1,-1,4,-2,2,1,1
3907,350,512,1,0,175,0,174,174,174,3,-5,5,-3,16,-2,2,1,1
3909,607,890,1,1,303,0,303,303,303,0,0,1,-1,2,-1,1,1,1
3911,606,888,1,0,303,0,302,302,302,0,-1,2,-1,4,1,-1,1,1
3913,604,885,1,0,302,0,301,301,301,0,-1,1,0,2,2,-2,1,1
3915,604,885,1,0,302,0,301,301,301,0,-1,2,-1,4,1,-1,1,1
3928,55,87,0,1,27,0,27,27,27,0,-1,1,0,2,2,-2,1,1
3953,360,531,1,0,180,0,179,179,179,2,-5,5,-2,14,2,-2,1,1
3957,925,1370,1,1,462,0,462,462,462,2,-3,3,-2,10,-2,2,1,1
3961,929,1375,1,1,464,0,464,464,464,3,-4,3,-2,12,-3,3,1,1
3963,930,1376,1,0,465,0,464,464,464,2,-3,3,-2,10,-2,2,1,1
3964,21,35,0,1,10,0,10,10,10,-1,1,-1,1,4,2,-2,1,1
3968,919,1361,0,1,459,0,459,459,459,1,-3,3,-1,8,2,-2,1,1
3970,384,564,0,0,192,1,192,192,192,2,-4,4,-2,12,0,0,1,1
3970,924,1367,0,0,462,1,462,462,462,1,-2,2,-1,6,0,0,1,1
3971,924,1367,1,0,462,0,461,461,461,1,-2,2,-1,6,0,0,1,1
3972,924,1367,0,0,462,1,462,462,462,1,-2,2,-1,6,0,0,1,1
3973,336,494,1,0,168,0,167,167,167,4,-6,5,-3,18,-3,3,1,1
3976,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
3977,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
3978,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
3979,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
3980,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
3981,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
3982,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
3983,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
3984,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
3985,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
3986,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
3987,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
3988,320,468,0,0,160,1,160,160,160,3,-6,6,-3,18,0,0,1,1
3988,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
3989,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
3989,176,258,1,0,88,0,87,87,87,1,-2,2,-1,6,0,0,1,1
3989,179,263,1,1,89,0,89,89,89,1,-1,1,-1,4,-2,2,1,1
3989,320,468,1,0,160,0,159,159,159,3,-6,6,-3,18,0,0,1,1
3989,323,473,1,1,161,0,161,161,161,3,-5,5,-3,16,-2,2,1,1
3989,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
3990,320,468,0,0,160,1,160,160,160,3,-6,6,-3,18,0,0,1,1
3990,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
3991,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
3992,316,465,0,0,158,1,158,158,158,3,-6,6,-3,18,0,0,1,1
3992,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
3993,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
3993,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
3994,177,260,0,1,88,0,88,88,88,0,-1,2,-1,4,1,-1,1,1
3994,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
3995,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
3995,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
3996,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
3997,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
3997,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
3998,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
3999,336,494,1,0,168,0,167,167,167,2,-4,4,-2,12,0,0,1,1
4000,171,249,0,1,85,0,85,85,85,0,-1,2,-1,4,1,-1,1,1
4000,172,251,0,0,86,1,86,86,86,1,-2,2,-1,6,0,0,1,1
4000,336,494,0,0,168,1,168,168,168,2,-4,4,-2,12,0,0,1,1
4005,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
4005,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
4005,112,162,1,0,56,0,55,55,55,2,-3,2,-1,8,-1,1,1,1
4006,111,162,0,1,55,0,55,55,55,2,-3,2,-1,8,-1,1,1,1
4012,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
4020,100,145,0,0,50,1,50,50,50,1,-2,2,-1,6,0,0,1,1
4025,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
4028,108,155,0,0,54,1,54,54,54,1,-2,2,-1,6,0,0,1,1
4045,89,127,1,1,44,0,44,44,44,2,-2,1,-1,6,-3,3,1,1
4065,231,337,1,1,115,0,115,115,115,0,0,1,-1,2,-1,1,1,1
4066,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
4067,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
4068,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
4069,80,114,1,0,40,0,39,39,39,2,-3,2,-1,8,-1,1,1,1
4069,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
4070,79,114,0,1,39,0,39,39,39,2,-3,2,-1,8,-1,1,1,1
4070,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
4071,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
4072,43,61,0,1,21,0,21,21,21,0,-1,1,0,2,2,-2,1,1
4072,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
4077,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
4079,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
4089,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
4090,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
4103,30,40,1,0,15,0,14,14,14,0,1,-1,0,2,-2,2,1,1
4113,511,744,1,1,255,0,255,255,255,-4,8,-7,3,22,-1,1,1,1
4118,508,741,0,0,254,1,254,254,254,-4,8,-8,4,24,0,0,1,1
4120,507,739,0,1,253,0,253,253,253,-4,7,-7,4,22,2,-2,1,1
4124,120,170,0,0,60,1,60,60,60,-1,2,-2,1,6,0,0,1,1
4128,117,165,0,1,58,0,58,58,58,0,1,-2,1,4,-1,1,1,1
4136,195,284,0,1,97,0,97,97,97,0,-1,1,0,2,2,-2,1,1
4138,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
4141,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
4141,108,151,1,0,54,0,53,53,53,-2,3,-3,2,10,2,-2,1,1
4143,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
4145,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
4146,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
4149,495,720,1,1,247,0,247,247,247,-4,8,-7,3,22,-1,1,1,1
4150,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
4151,494,718,1,0,247,0,246,246,246,-4,7,-6,3,20,1,-1,1,1
4152,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
4154,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
4156,51,72,0,1,25,0,25,25,25,-1,1,-1,1,4,2,-2,1,1
4158,181,263,0,1,90,0,90,90,90,0,-1,1,0,2,2,-2,1,1
4161,179,261,1,1,89,0,89,89,89,1,-1,1,-1,4,-2,2,1,1
4162,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
4164,177,258,0,1,88,0,88,88,88,1,-1,0,0,2,-1,1,1,1
4165,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
4168,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
4172,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
4175,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
4177,831,1228,1,1,415,0,415,415,415,0,0,1,-1,2,-1,1,1,1
4179,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
4182,828,1225,0,0,414,1,414,414,414,0,0,0,0,0,0,0,1,1
4184,827,1223,0,1,413,0,413,413,413,0,-1,1,0,2,2,-2,1,1
4188,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
4189,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
4197,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
4197,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
4204,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
4208,480,700,0,0,240,1,240,240,240,-2,4,-4,2,12,0,0,1,1
4217,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
4224,468,681,0,0,234,1,234,234,234,-1,2,-2,1,6,0,0,1,1
4229,361,527,1,1,180,0,180,180,180,-2,5,-5,2,14,-2,2,1,1
4236,467,680,0,1,233,0,233,233,233,-3,5,-5,3,16,2,-2,1,1
4237,73,101,1,1,36,0,36,36,36,2,-2,1,-1,6,-3,3,1,1
4248,791,1167,0,1,395,0,395,395,395,1,-3,3,-1,8,2,-2,1,1
4248,795,1173,0,1,397,0,397,397,397,1,-3,4,-2,10,1,-1,1,1
4249,795,1173,1,1,397,0,397,397,397,2,-3,3,-2,10,-2,2,1,1
4254,805,1189,0,1,402,0,402,402,402,2,-5,5,-2,14,2,-2,1,1
4256,780,1153,0,0,390,1,390,390,390,1,-2,2,-1,6,0,0,1,1
4256,789,1165,0,1,394,0,394,394,394,2,-3,2,-1,8,-1,1,1,1
4257,266,393,1,0,133,0,132,132,132,0,-2,2,0,4,4,-4,1,1
4258,800,1180,0,0,400,1,400,400,400,2,-4,4,-2,12,0,0,1,1
4258,801,1182,0,1,400,0,400,400,400,2,-5,5,-2,14,2,-2,1,1
4260,799,1178,0,1,399,0,399,399,399,2,-5,5,-2,14,2,-2,1,1
4261,48,66,1,0,24,0,23,23,23,1,-1,0,0,2,-1,1,1,1
4261,450,655,1,0,225,0,224,224,224,-2,5,-6,3,16,-1,1,1,1
4262,47,66,0,1,23,0,23,23,23,1,-1,0,0,2,-1,1,1,1
4264,48,66,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
4264,343,499,0,1,171,0,171,171,171,-5,9,-9,5,28,2,-2,1,1
4268,449,652,0,1,224,0,224,224,224,-3,5,-5,3,16,2,-2,1,1
4269,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
4269,453,658,1,1,226,0,226,226,226,-2,5,-5,2,14,-2,2,1,1
4270,436,632,0,0,218,1,218,218,218,-4,7,-5,2,18,0,0,1,1
4271,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
4271,436,632,1,0,218,0,217,217,217,-3,6,-5,2,16,-1,1,1,1
4273,44,59,1,0,22,0,21,21,21,1,0,-1,0,2,-3,3,1,1
4274,435,631,0,1,217,0,217,217,217,-2,5,-6,3,16,-1,1,1,1
4276,44,59,0,0,22,1,22,22,22,-1,2,-2,1,6,0,0,1,1
4276,432,626,0,0,216,1,216,216,216,-3,6,-6,3,18,0,0,1,1
4277,432,626,1,0,216,0,215,215,215,-3,6,-6,3,18,0,0,1,1
4278,432,626,0,0,216,1,216,216,216,-3,6,-6,3,18,0,0,1,1
4278,433,628,0,1,216,0,216,216,216,-3,5,-5,3,16,2,-2,1,1
4281,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
4282,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
4284,35,46,0,1,17,0,17,17,17,-1,1,-1,1,4,2,-2,1,1
4284,36,47,0,0,18,1,18,18,18,-1,2,-2,1,6,0,0,1,1
4289,32,42,1,0,16,0,15,15,15,-2,2,-1,1,6,3,-3,1,1
4291,32,42,1,0,16,0,15,15,15,-1,2,-1,0,4,-1,1,1,1
4292,60,81,0,0,30,1,30,30,30,0,0,0,0,0,0,0,1,1
4294,444,645,0,0,222,1,222,222,222,-2,4,-4,2,12,0,0,1,1
4296,32,42,0,0,16,1,16,16,16,0,0,0,0,0,0,0,1,1
4297,443,643,1,1,221,0,221,221,221,-2,5,-5,2,14,-2,2,1,1
4298,440,639,0,0,220,1,220,220,220,-1,3,-5,3,12,0,0,1,1
4307,49,66,1,1,24,0,24,24,24,0,0,0,0,0,0,0,1,1
4307,418,608,1,0,209,0,208,208,208,-2,6,-6,2,16,-4,4,1,1
4309,48,66,1,0,24,0,23,23,23,0,0,0,0,0,0,0,1,1
4309,51,71,1,1,25,0,25,25,25,0,1,-1,0,2,-2,2,1,1
4312,48,66,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
4316,411,598,0,1,205,0,205,205,205,-3,5,-5,3,16,2,-2,1,1
4318,45,61,0,1,22,0,22,22,22,0,-1,2,-1,4,1,-1,1,1
4320,43,57,0,1,21,0,21,21,21,0,-1,2,-1,4,1,-1,1,1
4320,44,59,0,0,22,1,22,22,22,1,-2,2,-1,6,0,0,1,1
4321,32,42,1,0,16,0,15,15,15,2,-2,1,-1,6,-3,3,1,1
4321,209,305,1,1,104,0,104,104,104,1,0,-1,0,2,-3,3,1,1
4323,32,42,1,0,16,0,15,15,15,1,-2,1,0,4,1,-1,1,1
4324,407,592,0,1,203,0,203,203,203,-3,5,-4,2,14,1,-1,1,1
4325,734,1084,1,0,367,0,366,366,366,1,-2,2,-1,6,0,0,1,1
4326,212,311,0,0,106,1,106,106,106,0,0,0,0,0,0,0,1,1
4328,32,42,0,0,16,1,16,16,16,0,0,0,0,0,0,0,1,1
4330,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
4333,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
4335,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
4336,204,297,0,0,102,1,102,102,102,-1,2,-2,1,6,0,0,1,1
4337,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
4338,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
4342,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
4344,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
4344,724,1069,0,0,362,1,362,362,362,1,-2,2,-1,6,0,0,1,1
4346,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
4346,716,1056,0,0,358,1,358,358,358,2,-3,1,0,6,0,0,1,1
4347,716,1056,1,0,358,0,357,357,357,1,-2,1,0,4,1,-1,1,1
4353,717,1060,1,1,358,0,358,358,358,1,-1,1,-1,4,-2,2,1,1
4356,716,1059,0,0,358,1,358,358,358,1,-2,2,-1,6,0,0,1,1
4357,159,238,1,1,79,0,79,79,79,0,0,1,-1,2,-1,1,1,1
4357,192,284,1,0,96,0,95,95,95,-1,3,-3,1,8,-2,2,1,1
4359,30,40,1,0,15,0,14,14,14,0,1,-1,0,2,-2,2,1,1
4359,158,236,1,0,79,0,78,78,78,0,-1,2,-1,4,1,-1,1,1
4360,192,284,0,0,96,1,96,96,96,-2,4,-4,2,12,0,0,1,1
4361,156,233,1,0,78,0,77,77,77,0,-1,1,0,2,2,-2,1,1
4361,191,282,1,1,95,0,95,95,95,-1,4,-5,2,12,-3,3,1,1
4363,156,233,1,0,78,0,77,77,77,0,-1,2,-1,4,1,-1,1,1
4365,736,1090,1,0,368,0,367,367,367,0,-2,3,-1,6,3,-3,1,1
4368,708,1047,0,0,354,1,354,354,354,1,-2,2,-1,6,0,0,1,1
4371,142,214,1,0,71,0,70,70,70,1,-1,1,-1,4,-2,2,1,1
4372,128,192,0,0,64,1,64,64,64,0,0,0,0,0,0,0,1,1
4373,128,192,1,0,64,0,63,63,63,0,0,0,0,0,0,0,1,1
4374,128,192,0,0,64,1,64,64,64,0,0,0,0,0,0,0,1,1
4379,696,1031,1,0,348,0,347,347,347,1,-2,2,-1,6,0,0,1,1
4381,127,190,1,1,63,0,63,63,63,1,-1,1,-1,4,-2,2,1,1
4382,729,1081,0,1,364,0,364,364,364,1,-3,3,-1,8,2,-2,1,1
4383,126,188,1,0,63,0,62,62,62,1,-2,2,-1,6,0,0,1,1
4384,108,161,0,0,54,1,54,54,54,1,-2,2,-1,6,0,0,1,1
4384,695,1029,0,1,347,0,347,347,347,1,-3,3,-1,8,2,-2,1,1
4385,124,185,1,0,62,0,61,61,61,1,-2,2,-1,6,0,0,1,1
4387,124,185,1,0,62,0,61,61,61,1,-2,2,-1,6,0,0,1,1
4394,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
4397,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
4398,135,204,0,1,67,0,67,67,67,1,-1,0,0,2,-1,1,1,1
4398,136,205,0,0,68,1,68,68,68,1,-1,-1,1,4,0,0,1,1
4399,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
4400,180,267,0,0,90,1,90,90,90,-3,6,-6,3,18,0,0,1,1
4401,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
4402,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
4402,132,199,0,0,66,1,66,66,66,0,0,0,0,0,0,0,1,1
4405,173,260,1,1,86,0,86,86,86,-2,5,-5,2,14,-2,2,1,1
4406,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
4408,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
4410,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
4412,168,252,0,0,84,1,84,84,84,-3,6,-6,3,18,0,0,1,1
4428,76,117,0,0,38,1,38,38,38,0,0,0,0,0,0,0,1,1
4434,16,26,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
4445,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
4448,117,181,0,1,58,0,58,58,58,0,1,-2,1,4,-1,1,1,1
4449,118,182,1,0,59,0,58,58,58,-2,2,-2,2,8,4,-4,1,1
4450,17,28,0,1,8,0,8,8,8,0,-1,1,0,2,2,-2,1,1
4451,118,181,1,0,59,0,58,58,58,-1,2,-2,1,6,0,0,1,1
4452,109,169,0,1,54,0,54,54,54,0,1,-2,1,4,-1,1,1,1
4461,111,170,1,1,55,0,55,55,55,-1,3,-3,1,8,-2,2,1,1
4464,108,165,0,0,54,1,54,54,54,-1,2,-2,1,6,0,0,1,1
4465,111,170,1,1,55,0,55,55,55,-2,4,-3,1,10,-1,1,1,1
4467,104,161,1,0,52,0,51,51,51,-1,2,-2,1,6,0,0,1,1
4468,16,28,0,0,8,1,8,8,8,-1,2,-2,1,6,0,0,1,1
4469,105,163,1,1,52,0,52,52,52,-1,3,-3,1,8,-2,2,1,1
4473,103,159,1,1,51,0,51,51,51,-2,4,-3,1,10,-1,1,1,1
4474,101,156,0,1,50,0,50,50,50,-2,3,-3,2,10,2,-2,1,1
4477,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
4500,52,79,0,0,26,1,26,26,26,0,0,0,0,0,0,0,1,1
4500,128,192,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
4501,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
4501,128,192,1,0,64,0,63,63,63,-2,4,-4,2,12,0,0,1,1
4501,132,199,1,0,66,0,65,65,65,-3,5,-4,2,14,1,-1,1,1
4502,128,192,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
4503,132,199,1,0,66,0,65,65,65,-2,5,-5,2,14,-2,2,1,1
4505,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
4505,130,196,1,0,65,0,64,64,64,-3,5,-4,2,14,1,-1,1,1
4506,129,194,0,1,64,0,64,64,64,-3,5,-4,2,14,1,-1,1,1
4507,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
4509,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
4514,41,60,0,1,20,0,20,20,20,-1,1,0,0,2,1,-1,1,1
4521,8,11,1,0,4,0,3,3,3,0,1,-1,0,2,-2,2,1,1
4521,14,18,1,0,7,0,6,6,6,-1,0,0,1,2,4,-4,1,1
4528,60,87,0,0,30,1,30,30,30,-1,2,-2,1,6,0,0,1,1
4529,57,83,1,1,28,0,28,28,28,0,1,-1,0,2,-2,2,1,1
4535,207,302,1,1,103,0,103,103,103,-2,3,-2,1,8,1,-1,1,1
4536,71,105,0,1,35,0,35,35,35,-3,5,-5,3,16,2,-2,1,1
4536,75,111,0,1,37,0,37,37,37,-3,5,-4,2,14,1,-1,1,1
4541,114,170,1,0,57,0,56,56,56,-2,4,-4,2,12,0,0,1,1
4542,9,11,0,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
4542,124,185,0,0,62,1,62,62,62,-1,2,-2,1,6,0,0,1,1
4546,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
4549,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
4552,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
4556,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
4559,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
4563,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
4572,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
4573,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
4580,96,146,0,0,48,1,48,48,48,0,0,0,0,0,0,0,1,1
4581,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
4581,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
4586,173,255,0,1,86,0,86,86,86,-1,1,-1,1,4,2,-2,1,1
4588,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
4594,48,70,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
4601,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
4605,345,503,1,1,172,0,172,172,172,3,-5,5,-3,16,-2,2,1,1
4653,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
4655,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
4660,292,421,0,0,146,1,146,146,146,2,-4,4,-2,12,0,0,1,1
4665,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
4666,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
4696,55,87,0,1,27,0,27,27,27,0,-1,1,0,2,2,-2,1,1
4732,21,35,0,1,10,0,10,10,10,-1,1,-1,1,4,2,-2,1,1
4740,1064,1584,0,0,532,1,532,532,532,2,-4,4,-2,12,0,0,1,1
4745,206,298,1,0,103,0,102,102,102,0,-2,2,0,4,4,-4,1,1
4751,202,292,1,0,101,0,100,100,100,2,-3,2,-1,8,-1,1,1,1
4752,199,287,0,1,99,0,99,99,99,1,-3,3,-1,8,2,-2,1,1
4756,192,276,0,0,96,1,96,96,96,1,-2,2,-1,6,0,0,1,1
4757,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
4757,192,276,1,0,96,0,95,95,95,1,-2,2,-1,6,0,0,1,1
4758,192,276,0,0,96,1,96,96,96,1,-2,2,-1,6,0,0,1,1
4760,188,273,0,0,94,1,94,94,94,1,-2,2,-1,6,0,0,1,1
4761,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
4763,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
4765,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
4765,192,276,1,0,96,0,95,95,95,1,-1,0,0,2,-1,1,1,1
4768,192,276,0,0,96,1,96,96,96,0,0,0,0,0,0,0,1,1
4773,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
4773,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
4773,112,162,1,0,56,0,55,55,55,2,-3,2,-1,8,-1,1,1,1
4774,111,162,0,1,55,0,55,55,55,2,-3,2,-1,8,-1,1,1,1
4780,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
4788,100,145,0,0,50,1,50,50,50,1,-2,2,-1,6,0,0,1,1
4793,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
4796,108,155,0,0,54,1,54,54,54,1,-2,2,-1,6,0,0,1,1
4804,176,250,0,0,88,1,88,88,88,0,0,0,0,0,0,0,1,1
4805,160,228,1,0,80,0,79,79,79,-1,0,1,0,2,3,-3,1,1
4805,163,233,1,1,81,0,81,81,81,1,-1,1,-1,4,-2,2,1,1
4805,176,250,1,0,88,0,87,87,87,0,0,0,0,0,0,0,1,1
4806,176,250,0,0,88,1,88,88,88,0,0,0,0,0,0,0,1,1
4809,158,225,1,0,79,0,78,78,78,-1,0,1,0,2,3,-3,1,1
4813,89,127,1,1,44,0,44,44,44,2,-2,1,-1,6,-3,3,1,1
4813,176,250,1,0,88,0,87,87,87,0,2,-3,1,6,-3,3,1,1
4815,174,247,1,0,87,0,86,86,86,-1,3,-3,1,8,-2,2,1,1
4816,176,250,0,0,88,1,88,88,88,-2,4,-4,2,12,0,0,1,1
4834,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
4835,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
4835,150,213,1,0,75,0,74,74,74,-1,2,-2,1,6,0,0,1,1
4836,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
4837,80,114,1,0,40,0,39,39,39,2,-3,2,-1,8,-1,1,1,1
4837,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
4838,79,114,0,1,39,0,39,39,39,2,-3,2,-1,8,-1,1,1,1
4838,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
4839,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
4840,43,61,0,1,21,0,21,21,21,0,-1,1,0,2,2,-2,1,1
