i,d,sum,r,s,k,aligned,nX,nY,nZ,v0,v1,v2,v3,l1,db,Tdot,eq,recon
2539,26,43,1,0,13,0,12,12,12,0,0,0,0,0,0,0,1,1
2539,51,83,1,1,25,0,25,25,25,0,-1,2,-1,4,1,-1,1,1
2540,24,40,0,0,12,1,12,12,12,0,0,0,0,0,0,0,1,1
2548,16,28,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
2549,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
2553,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
2555,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
2557,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
2569,316,476,1,0,158,0,157,157,157,1,-1,1,-1,4,-2,2,1,1
2572,315,474,0,1,157,0,157,157,157,0,-1,1,0,2,2,-2,1,1
2576,309,465,0,1,154,0,154,154,154,2,-3,2,-1,8,-1,1,1,1
2577,45,72,1,1,22,0,22,22,22,0,2,-3,1,6,-3,3,1,1
2577,59,95,1,1,29,0,29,29,29,0,2,-3,1,6,-3,3,1,1
2581,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
2585,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
2587,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
2589,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
2589,379,573,1,1,189,0,189,189,189,-2,5,-5,2,14,-2,2,1,1
2592,1847,2749,0,1,923,0,923,923,923,5,-11,11,-5,32,2,-2,1,1
2593,1849,2752,1,1,924,0,924,924,924,6,-11,10,-5,32,-1,1,1,1
2596,1848,2750,0,0,924,1,924,924,924,5,-10,10,-5,30,0,0,1,1
2597,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
2601,279,417,1,1,139,0,139,139,139,0,0,1,-1,2,-1,1,1,1
2603,254,381,1,0,127,0,126,126,126,1,-1,0,0,2,-1,1,1,1
2604,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
2609,237,358,1,1,118,0,118,118,118,1,-1,1,-1,4,-2,2,1,1
2613,541,814,1,1,270,0,270,270,270,-4,9,-9,4,26,-2,2,1,1
2620,543,815,0,1,271,0,271,271,271,-5,9,-9,5,28,2,-2,1,1
2624,215,325,0,1,107,0,107,107,107,1,-3,3,-1,8,2,-2,1,1
2628,241,362,0,1,120,0,120,120,120,2,-3,2,-1,8,-1,1,1,1
2629,208,314,1,0,104,0,103,103,103,2,-3,3,-2,10,-2,2,1,1
2629,535,804,1,1,267,0,267,267,267,-4,9,-9,4,26,-2,2,1,1
2634,1788,2661,0,0,894,1,894,894,894,6,-12,12,-6,36,0,0,1,1
2637,208,314,1,0,104,0,103,103,103,1,-1,0,0,2,-1,1,1,1
2637,217,327,1,1,108,0,108,108,108,2,-2,1,-1,6,-3,3,1,1
2637,236,355,1,0,118,0,117,117,117,1,-2,2,-1,6,0,0,1,1
2637,1787,2659,1,1,893,0,893,893,893,6,-11,11,-6,34,-2,2,1,1
2638,1784,2655,0,0,892,1,892,892,892,7,-13,11,-5,36,0,0,1,1
2638,1832,2725,0,0,916,1,916,916,916,5,-9,7,-3,24,0,0,1,1
2639,236,355,1,0,118,0,117,117,117,1,-2,2,-1,6,0,0,1,1
2639,1784,2655,1,0,892,0,891,891,891,6,-12,11,-5,34,1,-1,1,1
2639,1785,2656,1,1,892,0,892,892,892,5,-11,11,-5,32,2,-2,1,1
2639,1832,2725,1,0,916,0,915,915,915,4,-8,7,-3,22,1,-1,1,1
2640,208,314,0,0,104,1,104,104,104,0,0,0,0,0,0,0,1,1
2640,512,768,0,0,256,1,256,256,256,-4,8,-8,4,24,0,0,1,1
2640,1792,2664,0,0,896,1,896,896,896,6,-12,12,-6,36,0,0,1,1
2641,512,768,1,0,256,0,255,255,255,-4,8,-8,4,24,0,0,1,1
2641,1792,2664,1,0,896,0,895,895,895,6,-12,12,-6,36,0,0,1,1
2642,512,768,0,0,256,1,256,256,256,-4,8,-8,4,24,0,0,1,1
2642,1784,2655,0,0,892,1,892,892,892,5,-11,13,-7,36,0,0,1,1
2642,1792,2664,0,0,896,1,896,896,896,6,-12,12,-6,36,0,0,1,1
2643,512,768,1,0,256,0,255,255,255,-4,8,-8,4,24,0,0,1,1
2643,1792,2664,1,0,896,0,895,895,895,6,-12,12,-6,36,0,0,1,1
2644,24,40,0,0,12,1,12,12,12,0,0,0,0,0,0,0,1,1
2644,512,768,0,0,256,1,256,256,256,-4,8,-8,4,24,0,0,1,1
2644,528,794,0,0,264,1,264,264,264,-5,10,-10,5,30,0,0,1,1
2644,1792,2664,0,0,896,1,896,896,896,6,-12,12,-6,36,0,0,1,1
2644,1804,2683,0,0,902,1,902,902,902,5,-10,10,-5,30,0,0,1,1
2645,512,768,1,0,256,0,255,255,255,-4,8,-8,4,24,0,0,1,1
2645,515,773,1,1,257,0,257,257,257,-4,9,-9,4,26,-2,2,1,1
2645,528,794,1,0,264,0,263,263,263,-5,10,-10,5,30,0,0,1,1
2645,1792,2664,1,0,896,0,895,895,895,6,-12,12,-6,36,0,0,1,1
2646,25,43,0,1,12,0,12,12,12,-1,1,-1,1,4,2,-2,1,1
2646,512,768,0,0,256,1,256,256,256,-4,8,-8,4,24,0,0,1,1
2646,528,794,0,0,264,1,264,264,264,-5,10,-10,5,30,0,0,1,1
2646,1792,2664,0,0,896,1,896,896,896,6,-12,12,-6,36,0,0,1,1
2647,512,768,1,0,256,0,255,255,255,-4,8,-8,4,24,0,0,1,1
2647,1792,2664,1,0,896,0,895,895,895,6,-12,12,-6,36,0,0,1,1
2648,512,768,0,0,256,1,256,256,256,-4,8,-8,4,24,0,0,1,1
2648,1792,2664,0,0,896,1,896,896,896,6,-12,12,-6,36,0,0,1,1
2650,524,788,0,0,262,1,262,262,262,-4,9,-11,6,30,0,0,1,1
2650,1784,2655,0,0,892,1,892,892,892,7,-13,11,-5,36,0,0,1,1
2651,1794,2668,1,0,897,0,896,896,896,6,-11,11,-6,34,-2,2,1,1
2652,19,32,0,1,9,0,9,9,9,-1,1,-1,1,4,2,-2,1,1
2652,528,794,0,0,264,1,264,264,264,-5,10,-10,5,30,0,0,1,1
2653,272,408,1,0,136,0,135,135,135,0,0,0,0,0,0,0,1,1
2656,1776,2646,0,0,888,1,888,888,888,6,-12,12,-6,36,0,0,1,1
2657,521,784,1,1,260,0,260,260,260,-4,9,-10,5,28,-1,1,1,1
2659,1767,2630,1,1,883,0,883,883,883,6,-12,13,-7,38,-1,1,1,1
2659,1772,2638,1,0,886,0,885,885,885,6,-12,12,-6,36,0,0,1,1
2660,16,28,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
2660,520,782,0,0,260,1,260,260,260,-5,10,-10,5,30,0,0,1,1
2661,208,314,1,0,104,0,103,103,103,2,-3,2,-1,8,-1,1,1,1
2661,519,780,1,1,259,0,259,259,259,-4,10,-11,5,30,-3,3,1,1
2662,207,314,0,1,103,0,103,103,103,2,-3,2,-1,8,-1,1,1,1
2662,524,788,0,0,262,1,262,262,262,-4,9,-11,6,30,0,0,1,1
2664,263,393,0,1,131,0,131,131,131,-1,1,-1,1,4,2,-2,1,1
2664,516,775,0,0,258,1,258,258,258,-5,10,-10,5,30,0,0,1,1
2666,505,756,0,1,252,0,252,252,252,-6,11,-10,5,32,1,-1,1,1
2667,26,43,1,0,13,0,12,12,12,0,0,0,0,0,0,0,1,1
2667,188,282,1,0,94,0,93,93,93,0,0,0,0,0,0,0,1,1
2668,24,40,0,0,12,1,12,12,12,0,0,0,0,0,0,0,1,1
2671,347,521,1,1,173,0,173,173,173,-4,7,-6,3,20,1,-1,1,1
2675,187,282,1,1,93,0,93,93,93,0,0,1,-1,2,-1,1,1,1
2676,16,28,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
2677,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
2681,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
2683,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
2684,149,225,0,1,74,0,74,74,74,0,1,-2,1,4,-1,1,1,1
2685,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
2690,177,264,0,1,88,0,88,88,88,0,-1,1,0,2,2,-2,1,1
2696,163,242,0,1,81,0,81,81,81,-1,1,-1,1,4,2,-2,1,1
2696,164,243,0,0,82,1,82,82,82,-1,2,-2,1,6,0,0,1,1
2697,872,1291,1,0,436,0,435,435,435,-4,9,-9,4,26,-2,2,1,1
2699,1806,2683,1,0,903,0,902,902,902,3,-5,4,-2,14,-1,1,1,1
2705,1677,2492,1,1,838,0,838,838,838,4,-6,5,-3,18,-3,3,1,1
2709,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
2711,1770,2627,1,0,885,0,884,884,884,3,-5,5,-3,16,-2,2,1,1
2713,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
2715,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
2717,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
2721,538,803,1,0,269,0,268,268,268,-6,10,-10,6,32,4,-4,1,1
2724,32,46,0,0,16,1,16,16,16,0,0,0,0,0,0,0,1,1
2724,56,78,0,0,28,1,28,28,28,0,0,0,0,0,0,0,1,1
2728,263,389,0,1,131,0,131,131,131,-3,5,-5,3,16,2,-2,1,1
2729,8,11,1,0,4,0,3,3,3,0,1,-1,0,2,-2,2,1,1
2729,14,18,1,0,7,0,6,6,6,-1,0,0,1,2,4,-4,1,1
2733,1801,2673,1,1,900,0,900,900,900,3,-5,5,-3,16,-2,2,1,1
2737,68,95,1,0,34,0,33,33,33,0,1,-1,0,2,-2,2,1,1
2737,1812,2689,1,0,906,0,905,905,905,2,-3,3,-2,10,-2,2,1,1
2738,48,66,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
2739,51,70,1,1,25,0,25,25,25,0,1,0,-1,2,-3,3,1,1
2739,66,92,1,0,33,0,32,32,32,0,2,-2,0,4,-4,4,1,1
2741,240,354,1,0,120,0,119,119,119,-3,4,-3,2,12,3,-3,1,1
2748,59,82,0,1,29,0,29,29,29,-1,1,-1,1,4,2,-2,1,1
2749,240,354,1,0,120,0,119,119,119,-1,3,-3,1,8,-2,2,1,1
2749,846,1249,1,0,423,0,422,422,422,-3,6,-6,3,18,0,0,1,1
2750,9,11,0,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
2751,234,344,1,0,117,0,116,116,116,0,1,-2,1,4,-1,1,1,1
2751,1803,2675,1,1,901,0,901,901,901,1,-3,4,-2,10,1,-1,1,1
2752,240,354,0,0,120,1,120,120,120,-2,4,-4,2,12,0,0,1,1
2753,36,51,1,0,18,0,17,17,17,0,-1,2,-1,4,1,-1,1,1
2755,36,51,1,0,18,0,17,17,17,1,-1,1,-1,4,-2,2,1,1
2756,228,337,0,0,114,1,114,114,114,-1,2,-2,1,6,0,0,1,1
2759,31,44,1,1,15,0,15,15,15,0,-1,2,-1,4,1,-1,1,1
2771,305,454,1,1,152,0,152,152,152,-6,12,-12,6,36,0,0,1,1
2773,304,454,1,0,152,0,151,151,151,-6,12,-12,6,36,0,0,1,1
2776,295,441,0,1,147,0,147,147,147,-6,11,-11,6,34,2,-2,1,1
2780,828,1225,0,0,414,1,414,414,414,-3,6,-6,3,18,0,0,1,1
2781,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
2782,300,447,0,0,150,1,150,150,150,-5,10,-10,5,30,0,0,1,1
2783,300,447,1,0,150,0,149,149,149,-5,10,-10,5,30,0,0,1,1
2784,284,423,0,0,142,1,142,142,142,-5,10,-10,5,30,0,0,1,1
2784,300,447,0,0,150,1,150,150,150,-5,10,-10,5,30,0,0,1,1
2785,298,443,1,0,149,0,148,148,148,-6,10,-10,6,32,4,-4,1,1
2788,221,327,0,1,110,0,110,110,110,-2,5,-6,3,16,-1,1,1,1
2788,1784,2650,0,0,892,1,892,892,892,2,-4,4,-2,12,0,0,1,1
2793,8,11,1,0,4,0,3,3,3,0,1,-1,0,2,-2,2,1,1
2793,14,18,1,0,7,0,6,6,6,-1,0,0,1,2,4,-4,1,1
2793,30,40,1,0,15,0,14,14,14,-2,2,-2,2,8,4,-4,1,1
2793,206,302,1,0,103,0,102,102,102,-2,3,-3,2,10,2,-2,1,1
2794,213,314,0,1,106,0,106,106,106,-3,5,-5,3,16,2,-2,1,1
2797,28,37,1,0,14,0,13,13,13,-2,2,-1,1,6,3,-3,1,1
2799,1755,2605,1,1,877,0,877,877,877,2,-4,5,-3,14,-1,1,1,1
2802,25,34,0,1,12,0,12,12,12,-1,1,0,0,2,1,-1,1,1
2802,1776,2638,0,0,888,1,888,888,888,2,-4,4,-2,12,0,0,1,1
2804,456,682,0,0,228,1,228,228,228,-4,8,-8,4,24,0,0,1,1
2805,496,742,1,0,248,0,247,247,247,-4,6,-5,3,18,3,-3,1,1
2805,1770,2630,1,0,885,0,884,884,884,2,-4,4,-2,12,0,0,1,1
2806,497,744,0,1,248,0,248,248,248,-3,5,-4,2,14,1,-1,1,1
2808,36,49,0,0,18,1,18,18,18,-1,2,-2,1,6,0,0,1,1
2808,496,742,0,0,248,1,248,248,248,-2,4,-4,2,12,0,0,1,1
2808,1767,2625,0,1,883,0,883,883,883,2,-5,5,-2,14,2,-2,1,1
2810,1772,2632,0,0,886,1,886,886,886,1,-3,5,-3,12,0,0,1,1
2812,1768,2626,0,0,884,1,884,884,884,2,-4,4,-2,12,0,0,1,1
2813,1764,2620,1,0,882,0,881,881,881,2,-5,5,-2,14,2,-2,1,1
2814,9,11,0,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
2816,1756,2607,0,0,878,1,878,878,878,3,-6,6,-3,18,0,0,1,1
2818,1744,2590,0,0,872,1,872,872,872,3,-6,6,-3,18,0,0,1,1
2820,449,672,0,1,224,0,224,224,224,-3,7,-8,4,22,-1,1,1,1
2821,159,238,1,1,79,0,79,79,79,0,0,1,-1,2,-1,1,1,1
2821,192,284,1,0,96,0,95,95,95,-1,3,-3,1,8,-2,2,1,1
2821,1753,2605,1,1,876,0,876,876,876,3,-5,5,-3,16,-2,2,1,1
2823,30,40,1,0,15,0,14,14,14,0,1,-1,0,2,-2,2,1,1
2823,158,236,1,0,79,0,78,78,78,0,-1,2,-1,4,1,-1,1,1
2824,192,284,0,0,96,1,96,96,96,-2,4,-4,2,12,0,0,1,1
2825,156,233,1,0,78,0,77,77,77,0,-1,1,0,2,2,-2,1,1
2825,191,282,1,1,95,0,95,95,95,-1,4,-5,2,12,-3,3,1,1
2827,156,233,1,0,78,0,77,77,77,0,-1,2,-1,4,1,-1,1,1
2828,1741,2586,0,1,870,0,870,870,870,3,-6,5,-2,16,1,-1,1,1
2831,1734,2575,1,0,867,0,866,866,866,4,-6,6,-4,20,-4,4,1,1
2833,276,413,1,0,138,0,137,137,137,-4,7,-6,3,20,1,-1,1,1
2835,142,214,1,0,71,0,70,70,70,1,-1,1,-1,4,-2,2,1,1
2835,276,413,1,0,138,0,137,137,137,-3,7,-7,3,20,-2,2,1,1
2835,1646,2446,1,0,823,0,822,822,822,5,-9,9,-5,28,-2,2,1,1
2836,128,192,0,0,64,1,64,64,64,0,0,0,0,0,0,0,1,1
2837,128,192,1,0,64,0,63,63,63,0,0,0,0,0,0,0,1,1
2838,128,192,0,0,64,1,64,64,64,0,0,0,0,0,0,0,1,1
2839,271,406,1,1,135,0,135,135,135,-4,7,-6,3,20,1,-1,1,1
2845,127,190,1,1,63,0,63,63,63,1,-1,1,-1,4,-2,2,1,1
2847,126,188,1,0,63,0,62,62,62,1,-2,2,-1,6,0,0,1,1
2848,108,161,0,0,54,1,54,54,54,1,-2,2,-1,6,0,0,1,1
2849,124,185,1,0,62,0,61,61,61,1,-2,2,-1,6,0,0,1,1
2850,435,655,0,1,217,0,217,217,217,-2,5,-6,3,16,-1,1,1,1
2851,124,185,1,0,62,0,61,61,61,1,-2,2,-1,6,0,0,1,1
2853,258,387,1,0,129,0,128,128,128,-3,6,-5,2,16,-1,1,1,1
2853,432,650,1,0,216,0,215,215,215,-2,5,-5,2,14,-2,2,1,1
2854,1604,2385,0,0,802,1,802,802,802,6,-12,12,-6,36,0,0,1,1
2858,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
2860,1603,2382,0,1,801,0,801,801,801,5,-11,11,-5,32,2,-2,1,1
2861,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
2861,1598,2375,1,0,799,0,798,798,798,6,-11,10,-5,32,-1,1,1,1
2862,135,204,0,1,67,0,67,67,67,1,-1,0,0,2,-1,1,1,1
2862,136,205,0,0,68,1,68,68,68,1,-1,-1,1,4,0,0,1,1
2862,1595,2370,0,1,797,0,797,797,797,6,-12,11,-5,34,1,-1,1,1
2863,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
2864,180,267,0,0,90,1,90,90,90,-3,6,-6,3,18,0,0,1,1
2865,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
2865,1593,2367,1,1,796,0,796,796,796,6,-11,11,-6,34,-2,2,1,1
2866,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
2866,132,199,0,0,66,1,66,66,66,0,0,0,0,0,0,0,1,1
2869,173,260,1,1,86,0,86,86,86,-2,5,-5,2,14,-2,2,1,1
2870,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
2872,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
2873,421,634,1,1,210,0,210,210,210,-2,6,-7,3,18,-3,3,1,1
2874,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
2876,168,252,0,0,84,1,84,84,84,-3,6,-6,3,18,0,0,1,1
2880,1600,2380,0,0,800,1,800,800,800,4,-8,8,-4,24,0,0,1,1
2881,1592,2369,1,0,796,0,795,795,795,4,-9,9,-4,26,2,-2,1,1
2892,76,117,0,0,38,1,38,38,38,0,0,0,0,0,0,0,1,1
2898,16,26,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
2909,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
2912,117,181,0,1,58,0,58,58,58,0,1,-2,1,4,-1,1,1,1
2913,118,182,1,0,59,0,58,58,58,-2,2,-2,2,8,4,-4,1,1
2914,17,28,0,1,8,0,8,8,8,0,-1,1,0,2,2,-2,1,1
2915,118,181,1,0,59,0,58,58,58,-1,2,-2,1,6,0,0,1,1
2916,109,169,0,1,54,0,54,54,54,0,1,-2,1,4,-1,1,1,1
2925,111,170,1,1,55,0,55,55,55,-1,3,-3,1,8,-2,2,1,1
2926,233,351,0,1,116,0,116,116,116,-3,5,-5,3,16,2,-2,1,1
2928,108,165,0,0,54,1,54,54,54,-1,2,-2,1,6,0,0,1,1
2929,111,170,1,1,55,0,55,55,55,-2,4,-3,1,10,-1,1,1,1
2931,104,161,1,0,52,0,51,51,51,-1,2,-2,1,6,0,0,1,1
2932,16,28,0,0,8,1,8,8,8,-1,2,-2,1,6,0,0,1,1
2933,105,163,1,1,52,0,52,52,52,-1,3,-3,1,8,-2,2,1,1
2937,103,159,1,1,51,0,51,51,51,-2,4,-3,1,10,-1,1,1,1
2938,101,156,0,1,50,0,50,50,50,-2,3,-3,2,10,2,-2,1,1
2941,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
2941,249,375,1,1,124,0,124,124,124,-1,3,-3,1,8,-2,2,1,1
2945,244,366,1,0,122,0,121,121,121,-1,3,-3,1,8,-2,2,1,1
2948,243,364,0,1,121,0,121,121,121,-2,3,-3,2,10,2,-2,1,1
2958,389,587,0,1,194,0,194,194,194,-1,1,-1,1,4,2,-2,1,1
2960,384,580,0,0,192,1,192,192,192,0,0,0,0,0,0,0,1,1
2961,381,576,1,1,190,0,190,190,190,0,2,-3,1,6,-3,3,1,1
2964,52,79,0,0,26,1,26,26,26,0,0,0,0,0,0,0,1,1
2964,128,192,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
2965,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
2965,128,192,1,0,64,0,63,63,63,-2,4,-4,2,12,0,0,1,1
2965,132,199,1,0,66,0,65,65,65,-3,5,-4,2,14,1,-1,1,1
2966,128,192,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
2967,132,199,1,0,66,0,65,65,65,-2,5,-5,2,14,-2,2,1,1
2969,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
2969,130,196,1,0,65,0,64,64,64,-3,5,-4,2,14,1,-1,1,1
2970,129,194,0,1,64,0,64,64,64,-3,5,-4,2,14,1,-1,1,1
2971,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
2973,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
2978,41,60,0,1,20,0,20,20,20,-1,1,0,0,2,1,-1,1,1
2978,696,1035,0,0,348,1,348,348,348,-2,3,-1,0,6,0,0,1,1
2984,692,1029,0,0,346,1,346,346,346,-1,2,-2,1,6,0,0,1,1
2985,8,11,1,0,4,0,3,3,3,0,1,-1,0,2,-2,2,1,1
2985,14,18,1,0,7,0,6,6,6,-1,0,0,1,2,4,-4,1,1
2987,1726,2561,1,0,863,0,862,862,862,3,-6,6,-3,18,0,0,1,1
2988,695,1031,0,1,347,0,347,347,347,-1,1,-1,1,4,2,-2,1,1
2992,60,87,0,0,30,1,30,30,30,-1,2,-2,1,6,0,0,1,1
2992,1708,2537,0,0,854,1,854,854,854,3,-6,6,-3,18,0,0,1,1
2993,57,83,1,1,28,0,28,28,28,0,1,-1,0,2,-2,2,1,1
3000,71,105,0,1,35,0,35,35,35,-3,5,-5,3,16,2,-2,1,1
3000,75,111,0,1,37,0,37,37,37,-3,5,-4,2,14,1,-1,1,1
3004,1723,2558,0,1,861,0,861,861,861,3,-7,7,-3,20,2,-2,1,1
3005,114,170,1,0,57,0,56,56,56,-2,4,-4,2,12,0,0,1,1
3006,9,11,0,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
3006,124,185,0,0,62,1,62,62,62,-1,2,-2,1,6,0,0,1,1
3008,677,1007,0,1,338,0,338,338,338,0,-1,1,0,2,2,-2,1,1
3008,1701,2527,0,1,850,0,850,850,850,4,-7,6,-3,20,-1,1,1,1
3008,1728,2564,0,0,864,1,864,864,864,4,-8,8,-4,24,0,0,1,1
3010,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
3013,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
3013,192,284,1,0,96,0,95,95,95,-2,2,-1,1,6,3,-3,1,1
3013,195,289,1,1,97,0,97,97,97,0,1,-1,0,2,-2,2,1,1
3016,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
3016,192,284,0,0,96,1,96,96,96,0,0,0,0,0,0,0,1,1
3020,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
3023,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
3027,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
3036,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
3037,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
3044,96,146,0,0,48,1,48,48,48,0,0,0,0,0,0,0,1,1
3045,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
3045,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
3045,1648,2450,1,0,824,0,823,823,823,6,-11,10,-5,32,-1,1,1,1
3046,1647,2450,0,1,823,0,823,823,823,6,-11,10,-5,32,-1,1,1,1
3049,1685,2503,1,1,842,0,842,842,842,4,-8,8,-4,24,0,0,1,1
3050,173,255,0,1,86,0,86,86,86,-1,1,-1,1,4,2,-2,1,1
3052,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
3055,1682,2498,1,0,841,0,840,840,840,5,-10,10,-5,30,0,0,1,1
3058,48,70,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
3060,1508,2241,0,0,754,1,754,754,754,5,-10,10,-5,30,0,0,1,1
3060,1636,2433,0,0,818,1,818,818,818,5,-10,10,-5,30,0,0,1,1
3065,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
3068,1499,2226,0,1,749,0,749,749,749,5,-11,11,-5,32,2,-2,1,1
3068,1644,2443,0,0,822,1,822,822,822,5,-10,10,-5,30,0,0,1,1
3085,1625,2415,1,1,812,0,812,812,812,6,-10,9,-5,30,-3,3,1,1
3105,1383,2057,1,1,691,0,691,691,691,4,-8,9,-5,26,-1,1,1,1
3106,1620,2409,0,0,810,1,810,810,810,5,-10,10,-5,30,0,0,1,1
3107,1620,2409,1,0,810,0,809,809,809,5,-10,10,-5,30,0,0,1,1
3108,1620,2409,0,0,810,1,810,810,810,5,-10,10,-5,30,0,0,1,1
3109,1616,2402,1,0,808,0,807,807,807,6,-11,10,-5,32,-1,1,1,1
3109,1620,2409,1,0,810,0,809,809,809,5,-10,10,-5,30,0,0,1,1
3110,1615,2402,0,1,807,0,807,807,807,6,-11,10,-5,32,-1,1,1,1
3110,1620,2409,0,0,810,1,810,810,810,5,-10,10,-5,30,0,0,1,1
3111,1620,2409,1,0,810,0,809,809,809,5,-10,10,-5,30,0,0,1,1
3112,1620,2409,0,0,810,1,810,810,810,5,-10,10,-5,30,0,0,1,1
3117,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
3119,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
3128,1612,2397,0,0,806,1,806,806,806,5,-10,10,-5,30,0,0,1,1
3129,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
3130,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
3160,55,87,0,1,27,0,27,27,27,0,-1,1,0,2,2,-2,1,1
3196,21,35,0,1,10,0,10,10,10,-1,1,-1,1,4,2,-2,1,1
3221,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
3225,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
3227,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
3229,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
3237,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
3237,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
3237,112,162,1,0,56,0,55,55,55,2,-3,2,-1,8,-1,1,1,1
3238,111,162,0,1,55,0,55,55,55,2,-3,2,-1,8,-1,1,1,1
3241,470,699,1,0,235,0,234,234,234,-1,0,1,0,2,3,-3,1,1
3244,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
3252,100,145,0,0,50,1,50,50,50,1,-2,2,-1,6,0,0,1,1
3257,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
3260,108,155,0,0,54,1,54,54,54,1,-2,2,-1,6,0,0,1,1
3269,1424,2110,1,0,712,0,711,711,711,6,-11,11,-6,34,-2,2,1,1
3277,89,127,1,1,44,0,44,44,44,2,-2,1,-1,6,-3,3,1,1
3277,1424,2110,1,0,712,0,711,711,711,5,-9,8,-4,26,-1,1,1,1
