m,alph,code,T,n_sums,i,d,sum,r,s,k,aligned,nX,nY,nZ,v_xy,v_yz,l1_xy,l1_yz,db_xy,db_yz,defX,defY,defZ,in_LA,in_LT,Tdot_v,anc_acf,anc_Tcube,eq_ok,type,types,seed,Wlen
2,0123,32 31 20 01,"5,4,2,1",4,1017,21,29,1,1,10,0,10,10,10,"1,-1,0,0","-1,1,0,0",2,2,-1,1,2,3,2,0,0,1,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1018,21,29,0,1,10,0,10,10,10,"0,-1,1,0","0,1,-1,0",2,2,2,-2,2,0,2,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1031,30,40,1,0,15,0,14,14,14,"0,1,-1,0","1,-2,2,-1",2,6,-2,0,1,3,3,0,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1052,120,170,0,0,60,1,60,60,60,"-1,2,-2,1","2,-4,4,-2",6,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1056,117,165,0,1,58,0,58,58,58,"0,1,-2,1","1,-2,4,-3",4,10,-1,-2,0,1,3,1,0,1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1064,195,284,0,1,97,0,97,97,97,"0,-1,1,0","1,-2,1,0",2,4,2,1,3,1,0,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1066,12,15,0,0,6,1,6,6,6,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1069,11,13,1,1,5,0,5,5,5,"0,1,-1,0","0,-1,1,0",2,2,-2,2,0,2,0,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1069,108,151,1,0,54,0,53,53,53,"-2,3,-3,2","2,-3,2,-1",10,8,2,-1,2,0,1,0,0,-2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1071,9,10,1,1,4,0,4,4,4,"-1,1,-1,1","1,-1,0,0",4,2,2,-1,2,0,1,0,0,-2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1073,15,18,1,1,7,0,7,7,7,"0,0,1,-1","0,-1,1,0",2,2,-1,2,1,2,0,0,0,1,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1074,8,9,0,0,4,1,4,4,4,"-1,1,1,-1","1,-1,-1,1",4,4,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1078,12,15,0,0,6,1,6,6,6,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1080,11,13,0,1,5,0,5,5,5,"0,-1,1,0","1,0,-1,0",2,2,2,-3,2,0,3,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1082,8,9,0,0,4,1,4,4,4,"1,-1,-1,1","-1,1,1,-1",4,4,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1084,51,72,0,1,25,0,25,25,25,"-1,1,-1,1","0,0,-1,1",4,2,2,1,3,1,0,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1086,181,263,0,1,90,0,90,90,90,"0,-1,1,0","1,-2,2,-1",2,6,2,0,2,0,0,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1089,179,261,1,1,89,0,89,89,89,"1,-1,1,-1","0,-1,2,-1",4,4,-2,1,1,3,2,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1090,48,70,0,0,24,1,24,24,24,"-1,2,-2,1","0,0,0,0",6,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1092,177,258,0,1,88,0,88,88,88,"1,-1,0,0","0,0,2,-2",2,4,-1,-2,0,1,3,0,0,1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1093,32,48,1,0,16,0,15,15,15,"-1,0,1,0","0,2,-3,1",2,6,3,-3,3,0,3,0,0,-3,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1096,27,40,0,1,13,0,13,13,13,"0,-1,1,0","0,1,-2,1",2,4,2,-1,3,1,2,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1100,45,66,0,1,22,0,22,22,22,"-1,2,-3,2","-1,1,1,-1",8,4,1,0,3,2,2,0,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1103,42,63,1,0,21,0,20,20,20,"-1,3,-3,1","-1,0,0,1",8,2,-2,4,3,5,1,1,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1107,19,30,1,1,9,0,9,9,9,"0,1,0,-1","0,0,-1,1",2,2,-3,1,0,3,2,0,0,3,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1116,27,42,0,1,13,0,13,13,13,"-1,1,-1,1","0,0,-1,1",4,2,2,1,3,1,0,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1117,4,8,1,0,2,0,1,1,1,"0,0,0,0","-1,1,0,0",0,2,0,1,4,4,3,1,1,0,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1125,13,20,1,1,6,0,6,6,6,"1,0,-1,0","-1,1,-1,1",2,4,-3,2,0,3,1,0,0,3,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1125,32,48,1,0,16,0,15,15,15,"0,2,-3,1","-1,0,1,0",6,2,-3,3,0,3,0,0,0,3,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1132,15,21,0,1,7,0,7,7,7,"-1,1,-1,1","1,-1,0,0",4,2,2,-1,3,1,2,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1145,24,37,1,0,12,0,11,11,11,"0,1,-1,0","0,-1,1,0",2,2,-2,2,2,4,2,0,0,2,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1165,73,101,1,1,36,0,36,36,36,"2,-2,1,-1","-1,1,-1,1",6,4,-3,2,0,3,1,0,0,3,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1185,266,393,1,0,133,0,132,132,132,"0,-2,2,0","0,2,-3,1",4,6,4,-3,5,1,4,0,0,-4,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1189,48,66,1,0,24,0,23,23,23,"1,-1,0,0","0,0,0,0",2,0,-1,0,0,1,1,0,0,1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1190,47,66,0,1,23,0,23,23,23,"1,-1,0,0","0,0,1,-1",2,2,-1,-1,0,1,2,0,0,1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1192,48,66,0,0,24,1,24,24,24,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1197,25,35,1,1,12,0,12,12,12,"1,-1,1,-1","-1,1,-1,1",4,4,-2,2,1,3,1,0,0,2,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1199,27,37,1,1,13,0,13,13,13,"0,-1,2,-1","0,1,-2,1",4,4,1,-1,1,0,1,1,0,-1,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1201,44,59,1,0,22,0,21,21,21,"1,0,-1,0","-1,0,1,0",2,2,-3,3,0,3,0,0,0,3,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1204,44,59,0,0,22,1,22,22,22,"-1,2,-2,1","1,-2,2,-1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1209,21,29,1,1,10,0,10,10,10,"1,-1,0,0","-1,1,0,0",2,2,-1,1,2,3,2,0,0,1,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1210,21,29,0,1,10,0,10,10,10,"0,-1,1,0","0,1,-1,0",2,2,2,-2,2,0,2,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1212,35,46,0,1,17,0,17,17,17,"-1,1,-1,1","1,-2,1,0",4,4,2,1,3,1,0,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1212,36,47,0,0,18,1,18,18,18,"-1,2,-2,1","1,-2,2,-1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1217,32,42,1,0,16,0,15,15,15,"-2,2,-1,1","2,-2,1,-1",6,6,3,-3,3,0,3,0,0,-3,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1219,32,42,1,0,16,0,15,15,15,"-1,2,-1,0","1,-2,1,0",4,4,-1,1,3,4,3,1,0,1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1220,60,81,0,0,30,1,30,30,30,"0,0,0,0","1,-2,2,-1",0,6,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1224,32,42,0,0,16,1,16,16,16,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1235,49,66,1,1,24,0,24,24,24,"0,0,0,0","1,-1,0,0",0,2,0,-1,0,0,1,1,1,0,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1237,48,66,1,0,24,0,23,23,23,"0,0,0,0","1,-1,1,-1",0,4,0,-2,1,1,3,1,1,0,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1237,51,71,1,1,25,0,25,25,25,"0,1,-1,0","0,-1,2,-1",2,4,-2,1,1,3,2,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1240,48,66,0,0,24,1,24,24,24,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1246,45,61,0,1,22,0,22,22,22,"0,-1,2,-1","0,0,0,0",4,0,1,0,3,2,2,1,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1248,43,57,0,1,21,0,21,21,21,"0,-1,2,-1","1,-1,0,0",4,2,1,-1,3,2,3,1,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1248,44,59,0,0,22,1,22,22,22,"1,-2,2,-1","0,0,0,0",6,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1249,32,42,1,0,16,0,15,15,15,"2,-2,1,-1","-2,2,-1,1",6,6,-3,3,0,3,0,0,0,3,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1249,209,305,1,1,104,0,104,104,104,"1,0,-1,0","-2,3,-3,2",2,10,-3,2,0,3,1,0,0,3,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1251,32,42,1,0,16,0,15,15,15,"1,-2,1,0","-1,2,-1,0",4,4,1,-1,4,3,4,1,0,-1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1254,212,311,0,0,106,1,106,106,106,"0,0,0,0","-1,2,-2,1",0,6,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1256,32,42,0,0,16,1,16,16,16,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1258,12,15,0,0,6,1,6,6,6,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1261,11,13,1,1,5,0,5,5,5,"0,1,-1,0","0,-1,1,0",2,2,-2,2,0,2,0,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1263,9,10,1,1,4,0,4,4,4,"-1,1,-1,1","1,-1,0,0",4,2,2,-1,2,0,1,0,0,-2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1264,204,297,0,0,102,1,102,102,102,"-1,2,-2,1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1265,15,18,1,1,7,0,7,7,7,"0,0,1,-1","0,-1,1,0",2,2,-1,2,1,2,0,0,0,1,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1266,8,9,0,0,4,1,4,4,4,"-1,1,1,-1","1,-1,-1,1",4,4,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1270,12,15,0,0,6,1,6,6,6,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1272,11,13,0,1,5,0,5,5,5,"0,-1,1,0","1,0,-1,0",2,2,2,-3,2,0,3,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1274,8,9,0,0,4,1,4,4,4,"1,-1,-1,1","-1,1,1,-1",4,4,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1285,159,238,1,1,79,0,79,79,79,"0,0,1,-1","-2,3,-3,2",2,10,-1,2,1,2,0,0,0,1,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1285,192,284,1,0,96,0,95,95,95,"-1,3,-3,1","-2,2,-1,1",8,6,-2,3,1,3,0,1,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1287,30,40,1,0,15,0,14,14,14,"0,1,-1,0","1,-2,2,-1",2,6,-2,0,1,3,3,0,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1287,158,236,1,0,79,0,78,78,78,"0,-1,2,-1","-1,3,-4,2",4,10,1,-1,3,2,3,1,0,-1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1288,192,284,0,0,96,1,96,96,96,"-2,4,-4,2","0,0,0,0",12,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1289,156,233,1,0,78,0,77,77,77,"0,-1,1,0","-1,3,-4,2",2,10,2,-1,2,0,1,0,0,-2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1289,191,282,1,1,95,0,95,95,95,"-1,4,-5,2","-1,1,0,0",12,2,-3,1,0,3,2,1,0,3,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1291,156,233,1,0,78,0,77,77,77,"0,-1,2,-1","-2,3,-3,2",4,10,1,2,5,4,2,1,0,-1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1299,142,214,1,0,71,0,70,70,70,"1,-1,1,-1","-3,4,-4,3",4,14,-2,4,3,5,1,0,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1300,128,192,0,0,64,1,64,64,64,"0,0,0,0","-2,4,-4,2",0,12,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1301,128,192,1,0,64,0,63,63,63,"0,0,0,0","-2,4,-4,2",0,12,0,0,1,1,1,1,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1302,128,192,0,0,64,1,64,64,64,"0,0,0,0","-2,4,-4,2",0,12,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1309,127,190,1,1,63,0,63,63,63,"1,-1,1,-1","-3,5,-4,2",4,14,-2,1,1,3,2,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1311,126,188,1,0,63,0,62,62,62,"1,-2,2,-1","-2,5,-5,2",6,14,0,-2,3,3,5,0,1,0,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1312,108,161,0,0,54,1,54,54,54,"1,-2,2,-1","-2,4,-4,2",6,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1313,124,185,1,0,62,0,61,61,61,"1,-2,2,-1","-3,5,-5,3",6,16,0,2,2,2,0,0,1,0,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1315,124,185,1,0,62,0,61,61,61,"1,-2,2,-1","-3,5,-4,2",6,14,0,1,5,5,4,0,1,0,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1322,12,15,0,0,6,1,6,6,6,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1325,11,13,1,1,5,0,5,5,5,"0,1,-1,0","0,-1,1,0",2,2,-2,2,0,2,0,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1326,135,204,0,1,67,0,67,67,67,"1,-1,0,0","-1,3,-3,1",2,8,-1,-2,0,1,3,0,0,1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1326,136,205,0,0,68,1,68,68,68,"1,-1,-1,1","-2,3,-1,0",4,6,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1327,9,10,1,1,4,0,4,4,4,"-1,1,-1,1","1,-1,0,0",4,2,2,-1,2,0,1,0,0,-2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1328,180,267,0,0,90,1,90,90,90,"-3,6,-6,3","0,0,0,0",18,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1329,15,18,1,1,7,0,7,7,7,"0,0,1,-1","0,-1,1,0",2,2,-1,2,1,2,0,0,0,1,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1330,8,9,0,0,4,1,4,4,4,"-1,1,1,-1","1,-1,-1,1",4,4,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1330,132,199,0,0,66,1,66,66,66,"0,0,0,0","-1,2,-2,1",0,6,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1333,173,260,1,1,86,0,86,86,86,"-2,5,-5,2","-1,1,-1,1",14,4,-2,2,1,3,1,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1334,12,15,0,0,6,1,6,6,6,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1336,11,13,0,1,5,0,5,5,5,"0,-1,1,0","1,0,-1,0",2,2,2,-3,2,0,3,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1338,8,9,0,0,4,1,4,4,4,"1,-1,-1,1","-1,1,1,-1",4,4,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1340,168,252,0,0,84,1,84,84,84,"-3,6,-6,3","0,0,0,0",18,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1356,76,117,0,0,38,1,38,38,38,"0,0,0,0","-1,2,-2,1",0,6,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1362,16,26,0,0,8,1,8,8,8,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1373,4,8,1,0,2,0,1,1,1,"0,0,0,0","-1,1,0,0",0,2,0,1,4,4,3,1,1,0,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1376,117,181,0,1,58,0,58,58,58,"0,1,-2,1","-1,2,0,-1",4,4,-1,-2,0,1,3,1,0,1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1377,118,182,1,0,59,0,58,58,58,"-2,2,-2,2","1,0,-1,0",8,2,4,-3,5,1,4,0,0,-4,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1378,17,28,0,1,8,0,8,8,8,"0,-1,1,0","-1,2,-2,1",2,6,2,0,2,0,0,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1379,118,181,1,0,59,0,58,58,58,"-1,2,-2,1","-1,0,0,1",6,2,0,4,4,4,0,0,1,0,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1380,109,169,0,1,54,0,54,54,54,"0,1,-2,1","-2,4,-2,0",4,8,-1,-2,0,1,3,1,0,1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1389,111,170,1,1,55,0,55,55,55,"-1,3,-3,1","-1,1,0,0",8,2,-2,1,1,3,2,1,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1392,108,165,0,0,54,1,54,54,54,"-1,2,-2,1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1393,111,170,1,1,55,0,55,55,55,"-2,4,-3,1","0,-1,1,0",10,2,-1,2,1,2,0,0,0,1,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1395,104,161,1,0,52,0,51,51,51,"-1,2,-2,1","-1,2,-2,1",6,6,0,0,3,3,3,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1396,16,28,0,0,8,1,8,8,8,"-1,2,-2,1","0,0,0,0",6,0,0,0,0,0,0,0,1,0,1,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1397,105,163,1,1,52,0,52,52,52,"-1,3,-3,1","-1,1,-1,1",8,4,-2,2,1,3,1,1,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1401,103,159,1,1,51,0,51,51,51,"-2,4,-3,1","-1,1,-1,1",10,4,-1,2,2,3,1,0,0,1,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1402,101,156,0,1,50,0,50,50,50,"-2,3,-3,2","0,1,-1,0",10,2,2,-2,3,1,3,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1405,4,8,1,0,2,0,1,1,1,"0,0,0,0","-1,1,0,0",0,2,0,1,4,4,3,1,1,0,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1428,52,79,0,0,26,1,26,26,26,"0,0,0,0","-1,2,-2,1",0,6,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1428,128,192,0,0,64,1,64,64,64,"-2,4,-4,2","0,0,0,0",12,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1429,6,11,1,0,3,0,2,2,2,"0,0,0,0","1,-1,0,0",0,2,0,-1,4,4,5,1,1,0,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1429,128,192,1,0,64,0,63,63,63,"-2,4,-4,2","0,0,0,0",12,0,0,0,1,1,1,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1429,132,199,1,0,66,0,65,65,65,"-3,5,-4,2","1,-2,2,-1",14,6,1,0,3,2,2,0,0,-1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
